id_unidade,unidade,natureza_despesa,ano,valor
1454,FUNDO DE PÓS-GRADUAÇÃO,DIÁRIAS,2001,0.0
1454,FUNDO DE PÓS-GRADUAÇÃO,SERV. PESSOA JURÍDICA,2001,206.72
262,GABINETE DO REITOR,SERV. PESSOA FÍSICA,2001,345.0
262,GABINETE DO REITOR,AUX. FINANCEIRO ESTUDANTE,2001,300.0
262,GABINETE DO REITOR,SERV. PESSOA JURÍDICA,2001,873.64
262,GABINETE DO REITOR,MATERIAL DE CONSUMO,2001,798.6
262,GABINETE DO REITOR,LOC. MÃO-DE-OBRA,2001,829.13
262,GABINETE DO REITOR,PASSAGENS,2001,246.54
1447,GASTOS COMUNS,MATERIAL DE CONSUMO,2001,387.69
1447,GASTOS COMUNS,LOC. MÃO-DE-OBRA,2001,783.98
1447,GASTOS COMUNS,SERV. PESSOA FÍSICA,2001,86.0
1447,GASTOS COMUNS,OBRIGAÇÕES CONTRIBUTIVAS,2001,693.53
1447,GASTOS COMUNS,CONTRIBUICOES,2001,792.13
1447,GASTOS COMUNS,DIV.EXERCÍCIOS ANTERIORES,2001,534.7
1447,GASTOS COMUNS,SERV. PESSOA JURÍDICA,2001,85.61
1424,HOSPED - HOSPITAL DE PEDIATRIA,MATERIAL DE CONSUMO,2001,790.84
1424,HOSPED - HOSPITAL DE PEDIATRIA,LOC. MÃO-DE-OBRA,2001,192.82
1424,HOSPED - HOSPITAL DE PEDIATRIA,EQUIP. MATERIAL PERMANENTE,2001,668.0
285,HOSPITAL UNIVERSITARIO ANA BEZERRA,CONTRIBUICOES,2001,868.66
285,HOSPITAL UNIVERSITARIO ANA BEZERRA,EQUIP. MATERIAL PERMANENTE,2001,270.0
285,HOSPITAL UNIVERSITARIO ANA BEZERRA,DIÁRIAS,2001,686.18
285,HOSPITAL UNIVERSITARIO ANA BEZERRA,AUX. FINANCEIRO ESTUDANTE,2001,760.0
285,HOSPITAL UNIVERSITARIO ANA BEZERRA,LOC. MÃO-DE-OBRA,2001,154.09
285,HOSPITAL UNIVERSITARIO ANA BEZERRA,MATERIAL DE CONSUMO,2001,111.84
285,HOSPITAL UNIVERSITARIO ANA BEZERRA,OBRIGAÇÕES CONTRIBUTIVAS,2001,972.0
285,HOSPITAL UNIVERSITARIO ANA BEZERRA,PASSAGENS,2001,216.05
285,HOSPITAL UNIVERSITARIO ANA BEZERRA,SERV. PESSOA FÍSICA,2001,960.0
285,HOSPITAL UNIVERSITARIO ANA BEZERRA,SERV. PESSOA JURÍDICA,2001,759.83
446,HOSPITAL UNIVERSITÁRIO ONOFRE LOPES,MATERIAL DE CONSUMO,2001,667.34
446,HOSPITAL UNIVERSITÁRIO ONOFRE LOPES,LOC. MÃO-DE-OBRA,2001,100.21
446,HOSPITAL UNIVERSITÁRIO ONOFRE LOPES,SERV. PESSOA JURÍDICA,2001,472.91
1497,LABORATORIO DE ELETRONICA,SERV. PESSOA JURÍDICA,2001,25.2
1492,LABORATORIO DE ENGENHARIA BIOMEDICA,SERV. PESSOA JURÍDICA,2001,348.8
1492,LABORATORIO DE ENGENHARIA BIOMEDICA,MATERIAL DE CONSUMO,2001,0.0
1462,MANUTENÇÃO DA REITORIA,SERV. PESSOA FÍSICA,2001,552.0
1462,MANUTENÇÃO DA REITORIA,SERV. PESSOA JURÍDICA,2001,573.45
1462,MANUTENÇÃO DA REITORIA,AUX. FINANCEIRO ESTUDANTE,2001,4.0
1462,MANUTENÇÃO DA REITORIA,MATERIAL DE CONSUMO,2001,432.65
1462,MANUTENÇÃO DA REITORIA,CONTRIBUICOES,2001,540.14
1462,MANUTENÇÃO DA REITORIA,LOC. MÃO-DE-OBRA,2001,605.84
1462,MANUTENÇÃO DA REITORIA,DIÁRIAS,2001,625.26
1462,MANUTENÇÃO DA REITORIA,EQUIP. MATERIAL PERMANENTE,2001,886.5
1462,MANUTENÇÃO DA REITORIA,OBRIGAÇÕES CONTRIBUTIVAS,2001,146.61
1462,MANUTENÇÃO DA REITORIA,DIV.EXERCÍCIOS ANTERIORES,2001,961.61
1462,MANUTENÇÃO DA REITORIA,PASSAGENS,2001,796.87
447,MATERNIDADE ESCOLA JANUÁRIO CICCO,SERV. PESSOA JURÍDICA,2001,177.33
447,MATERNIDADE ESCOLA JANUÁRIO CICCO,MATERIAL DE CONSUMO,2001,469.32
447,MATERNIDADE ESCOLA JANUÁRIO CICCO,LOC. MÃO-DE-OBRA,2001,483.94
1461,MONITORIA,SERV. PESSOA FÍSICA,2001,512.0
290,MUSEU CÂMARA CASCUDO,SERV. PESSOA FÍSICA,2001,537.21
290,MUSEU CÂMARA CASCUDO,OBRIGAÇÕES CONTRIBUTIVAS,2001,500.0
290,MUSEU CÂMARA CASCUDO,SERV. PESSOA JURÍDICA,2001,314.45
290,MUSEU CÂMARA CASCUDO,LOC. MÃO-DE-OBRA,2001,177.95
290,MUSEU CÂMARA CASCUDO,PASSAGENS,2001,0.0
290,MUSEU CÂMARA CASCUDO,MATERIAL DE CONSUMO,2001,169.24
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,SERV. PESSOA FÍSICA,2001,140.0
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,LOC. MÃO-DE-OBRA,2001,224.55
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,OBRAS E INSTALAÇÕES,2001,9.73
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,DIÁRIAS,2001,0.0
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,CONTRIBUICOES,2001,276.29
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,PASSAGENS,2001,950.87
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,EQUIP. MATERIAL PERMANENTE,2001,26.8
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,OBRIGAÇÕES CONTRIBUTIVAS,2001,804.0
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,SERV. PESSOA JURÍDICA,2001,216.27
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,MATERIAL DE CONSUMO,2001,126.49
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,AUX. FINANCEIRO ESTUDANTE,2001,500.0
253,NÚCLEO PERMANENTE DE CONCURSOS,MATERIAL DE CONSUMO,2001,218.78
253,NÚCLEO PERMANENTE DE CONCURSOS,SERV. PESSOA JURÍDICA,2001,348.97
253,NÚCLEO PERMANENTE DE CONCURSOS,AUX. FINANCEIRO ESTUDANTE,2001,18.0
253,NÚCLEO PERMANENTE DE CONCURSOS,SERV. PESSOA FÍSICA,2001,97.48
253,NÚCLEO PERMANENTE DE CONCURSOS,LOC. MÃO-DE-OBRA,2001,451.96
253,NÚCLEO PERMANENTE DE CONCURSOS,OBRIGAÇÕES CONTRIBUTIVAS,2001,694.81
253,NÚCLEO PERMANENTE DE CONCURSOS,EQUIP. MATERIAL PERMANENTE,2001,4.0
1469,PAIUB,OBRIGAÇÕES CONTRIBUTIVAS,2001,781.6
1469,PAIUB,AUX. FINANCEIRO ESTUDANTE,2001,240.0
1469,PAIUB,SERV. PESSOA FÍSICA,2001,908.0
1464,PARQUE POLIESPORTIVO,CUSTEIO,2001,131.0
1464,PARQUE POLIESPORTIVO,MATERIAL DE CONSUMO,2001,850.92
1464,PARQUE POLIESPORTIVO,SERV. PESSOA JURÍDICA,2001,250.0
1448,PASEP,OBRIGAÇÕES CONTRIBUTIVAS,2001,827.92
251,PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS,LOC. MÃO-DE-OBRA,2001,35.74
251,PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS,SERV. PESSOA JURÍDICA,2001,2.16
251,PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS,MATERIAL DE CONSUMO,2001,955.48
1708,PROART/2002,PASSAGENS,2001,237.5
1708,PROART/2002,SERV. PESSOA FÍSICA,2001,970.0
1708,PROART/2002,OBRIGAÇÕES CONTRIBUTIVAS,2001,42.0
1708,PROART/2002,EQUIP. MATERIAL PERMANENTE,2001,3.19
1708,PROART/2002,MATERIAL DE CONSUMO,2001,225.31
1422,PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD),EQUIP. MATERIAL PERMANENTE,2001,262.0
1422,PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD),SERV. PESSOA FÍSICA,2001,606.9
1422,PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD),MATERIAL DE CONSUMO,2001,515.64
1422,PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD),AUX. FINANCEIRO ESTUDANTE,2001,319.49
1422,PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD),OBRIGAÇÕES CONTRIBUTIVAS,2001,100.0
1422,PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD),LOC. MÃO-DE-OBRA,2001,826.94
1422,PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD),SERV. PESSOA JURÍDICA,2001,963.78
248,PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE),SERV. PESSOA JURÍDICA,2001,608.26
17,PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA,SERV. PESSOA JURÍDICA,2001,282.34
17,PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA,SERV. PESSOA FÍSICA,2001,157.9
17,PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA,OBRIGAÇÕES CONTRIBUTIVAS,2001,31.58
17,PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA,MATERIAL DE CONSUMO,2001,779.93
17,PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA,AUX. FINANCEIRO ESTUDANTE,2001,200.0
1421,PRÓ-REITORIA DE GESTÃO DE PESSOAS,SERV. PESSOA FÍSICA,2001,854.35
1421,PRÓ-REITORIA DE GESTÃO DE PESSOAS,LOC. MÃO-DE-OBRA,2001,182.15
1421,PRÓ-REITORIA DE GESTÃO DE PESSOAS,MATERIAL DE CONSUMO,2001,757.02
1421,PRÓ-REITORIA DE GESTÃO DE PESSOAS,EQUIP. MATERIAL PERMANENTE,2001,739.41
1421,PRÓ-REITORIA DE GESTÃO DE PESSOAS,OBRIGAÇÕES CONTRIBUTIVAS,2001,202.25
1421,PRÓ-REITORIA DE GESTÃO DE PESSOAS,PASSAGENS,2001,0.0
1421,PRÓ-REITORIA DE GESTÃO DE PESSOAS,SERV. PESSOA JURÍDICA,2001,761.3
3,PRÓ-REITORIA DE GRADUAÇÃO,OBRIGAÇÕES CONTRIBUTIVAS,2001,192.0
3,PRÓ-REITORIA DE GRADUAÇÃO,SERV. PESSOA FÍSICA,2001,597.6
3,PRÓ-REITORIA DE GRADUAÇÃO,MATERIAL DE CONSUMO,2001,13.26
3,PRÓ-REITORIA DE GRADUAÇÃO,SERV. PESSOA JURÍDICA,2001,848.73
15,PRÓ-REITORIA DE PESQUISA E POS-GRADUACAO,PASSAGENS,2001,0.0
15,PRÓ-REITORIA DE PESQUISA E POS-GRADUACAO,AUX. FINANCEIRO ESTUDANTE,2001,200.0
15,PRÓ-REITORIA DE PESQUISA E POS-GRADUACAO,SERV. PESSOA JURÍDICA,2001,90.36
15,PRÓ-REITORIA DE PESQUISA E POS-GRADUACAO,MATERIAL DE CONSUMO,2001,808.37
1449,PRÓ-REITORIA DE PLANEJAMENTO,SERV. PESSOA JURÍDICA,2001,71.39
1449,PRÓ-REITORIA DE PLANEJAMENTO,MATERIAL DE CONSUMO,2001,191.65
1458,RESERVA TÉCNICA,AUX. FINANCEIRO ESTUDANTE,2001,755.59
1458,RESERVA TÉCNICA,MATERIAL DE CONSUMO,2001,782.09
1458,RESERVA TÉCNICA,DIV.EXERCÍCIOS ANTERIORES,2001,80.02
1458,RESERVA TÉCNICA,INDENIZAÇÕES E RESTITUIÇÕE,2001,657.0
1458,RESERVA TÉCNICA,PASSAGENS,2001,378.42
1458,RESERVA TÉCNICA,OBRAS E INSTALAÇÕES,2001,382.31
1458,RESERVA TÉCNICA,EQUIP. MATERIAL PERMANENTE,2001,891.29
1458,RESERVA TÉCNICA,DIÁRIAS,2001,148.36
1458,RESERVA TÉCNICA,SERV. PESSOA JURÍDICA,2001,599.01
1458,RESERVA TÉCNICA,CONTRIBUICOES,2001,186.0
1458,RESERVA TÉCNICA,OBRIGAÇÕES CONTRIBUTIVAS,2001,53.73
1458,RESERVA TÉCNICA,CUSTEIO,2001,494.1
1458,RESERVA TÉCNICA,SERV. PESSOA FÍSICA,2001,212.56
1463,RESIDENCIAS UNIVERSITÁRIAS,SERV. PESSOA JURÍDICA,2001,35.0
1463,RESIDENCIAS UNIVERSITÁRIAS,SERV. PESSOA FÍSICA,2001,816.0
1463,RESIDENCIAS UNIVERSITÁRIAS,MATERIAL DE CONSUMO,2001,400.0
19,SUPERINTENDENCIA DE COMUNICACAO,SERV. PESSOA JURÍDICA,2001,103.73
19,SUPERINTENDENCIA DE COMUNICACAO,MATERIAL DE CONSUMO,2001,228.45
19,SUPERINTENDENCIA DE COMUNICACAO,SERV. PESSOA FÍSICA,2001,220.5
19,SUPERINTENDENCIA DE COMUNICACAO,LOC. MÃO-DE-OBRA,2001,560.9
19,SUPERINTENDENCIA DE COMUNICACAO,AUX. FINANCEIRO ESTUDANTE,2001,480.0
19,SUPERINTENDENCIA DE COMUNICACAO,CONTRIBUICOES,2001,140.4
2,SUPERINTENDÊNCIA DE INFORMÁTICA - SINFO,LOC. MÃO-DE-OBRA,2001,465.98
2,SUPERINTENDÊNCIA DE INFORMÁTICA - SINFO,SERV. PESSOA JURÍDICA,2001,378.38
2,SUPERINTENDÊNCIA DE INFORMÁTICA - SINFO,MATERIAL DE CONSUMO,2001,357.86
20,SUPERINTENDÊNCIA DE INFRAESTRUTURA,MATERIAL DE CONSUMO,2001,112.06
20,SUPERINTENDÊNCIA DE INFRAESTRUTURA,OBRIGAÇÕES CONTRIBUTIVAS,2001,224.0
20,SUPERINTENDÊNCIA DE INFRAESTRUTURA,SERV. PESSOA JURÍDICA,2001,88.2
20,SUPERINTENDÊNCIA DE INFRAESTRUTURA,LOC. MÃO-DE-OBRA,2001,375.43
20,SUPERINTENDÊNCIA DE INFRAESTRUTURA,SERV. PESSOA FÍSICA,2001,680.0
1451,SUSTENTAÇÃO DE ESTOQUE DO ALMOXARIFADO CENTRAL,MATERIAL DE CONSUMO,2001,952.32
1451,SUSTENTAÇÃO DE ESTOQUE DO ALMOXARIFADO CENTRAL,SERV. PESSOA JURÍDICA,2001,759.0
1451,SUSTENTAÇÃO DE ESTOQUE DO ALMOXARIFADO CENTRAL,CUSTEIO,2001,894.05
1430,SUSTENTAÇÃO DE ESTOQUE DO ALMOXARIFADO DA SUP. INFRAESTRUTURA,MATERIAL DE CONSUMO,2001,620.4
1496,TRILHAS POTIGUARES,DIÁRIAS,2001,0.0
1496,TRILHAS POTIGUARES,MATERIAL DE CONSUMO,2001,519.25
1496,TRILHAS POTIGUARES,SERV. PESSOA JURÍDICA,2001,873.0
1496,TRILHAS POTIGUARES,AUX. FINANCEIRO ESTUDANTE,2001,500.0
605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,CUSTEIO,2001,691.0
1457,ACERVO BIBLIOGRÁFICO,SERV. PESSOA JURÍDICA,2002,467.3
1457,ACERVO BIBLIOGRÁFICO,EQUIP. MATERIAL PERMANENTE,2002,559.63
1457,ACERVO BIBLIOGRÁFICO,CUSTEIO,2002,734.45
21,BIBLIOTECA CENTRAL ZILA MAMEDE,EQUIP. MATERIAL PERMANENTE,2002,400.0
21,BIBLIOTECA CENTRAL ZILA MAMEDE,LOC. MÃO-DE-OBRA,2002,634.14
21,BIBLIOTECA CENTRAL ZILA MAMEDE,SERV. PESSOA JURÍDICA,2002,791.01
21,BIBLIOTECA CENTRAL ZILA MAMEDE,MATERIAL DE CONSUMO,2002,601.25
21,BIBLIOTECA CENTRAL ZILA MAMEDE,INDENIZAÇÕES E RESTITUIÇÕE,2002,123.0
1472,BOLSA DE APOIO ADMINISTRATIVO E APOIO TÉCNICO DA UFRN,SERV. PESSOA JURÍDICA,2002,600.0
1472,BOLSA DE APOIO ADMINISTRATIVO E APOIO TÉCNICO DA UFRN,AUX. FINANCEIRO ESTUDANTE,2002,948.0
440,CENTRO DE BIOCIÊNCIAS,SERV. PESSOA FÍSICA,2002,750.0
440,CENTRO DE BIOCIÊNCIAS,OBRIGAÇÕES CONTRIBUTIVAS,2002,150.0
440,CENTRO DE BIOCIÊNCIAS,EQUIP. MATERIAL PERMANENTE,2002,293.54
440,CENTRO DE BIOCIÊNCIAS,SERV. PESSOA JURÍDICA,2002,684.45
440,CENTRO DE BIOCIÊNCIAS,MATERIAL DE CONSUMO,2002,359.28
441,CENTRO DE CIÊNCIAS DA SAÚDE,MATERIAL DE CONSUMO,2002,266.8
441,CENTRO DE CIÊNCIAS DA SAÚDE,SERV. PESSOA JURÍDICA,2002,263.04
439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,LOC. MÃO-DE-OBRA,2002,988.3
439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,OBRIGAÇÕES CONTRIBUTIVAS,2002,66.67
